data,LOCAL,BAIRRO,espec_gener,ESPECIE,GENERO,cirurgia_realizada,count,eficacia
2024-04-17,guadalupe,guadalupe,felino_m,felino,macho,sim,1,20.0
2024-04-17,guadalupe,ricardo de albuquerque,canino_f,canino,femea,sim,1,20.0
2024-04-17,guadalupe,ricardo de albuquerque,canino_m,canino,macho,nao,1,20.0
2024-04-17,guadalupe,ricardo de albuquerque,felino_f,felino,femea,sim,1,20.0
2024-04-18,guadalupe,guadalupe,canino_f,canino,femea,sim,3,60.0
2024-04-18,guadalupe,guadalupe,felino_f,felino,femea,nao,2,40.0
2024-04-18,guadalupe,guadalupe,felino_m,felino,macho,nao,2,40.0
2024-04-18,guadalupe,guadalupe,felino_m,felino,macho,sim,2,40.0
2024-04-18,guadalupe,ricardo de albuquerque,canino_f,canino,femea,nao,2,40.0
2024-04-18,guadalupe,anchieta,canino_m,canino,macho,nao,1,20.0
2024-04-18,guadalupe,barros filho,canino_m,canino,macho,sim,1,20.0
2024-04-18,guadalupe,barros filho,felino_f,felino,femea,sim,1,20.0
2024-04-18,guadalupe,guadalupe,canino_f,canino,femea,nao,1,20.0
2024-04-18,guadalupe,guadalupe,canino_m,canino,macho,sim,1,20.0
2024-04-18,guadalupe,guadalupe,felino_f,felino,femea,sim,1,20.0
2024-04-18,guadalupe,parque anchieta,felino_m,felino,macho,sim,1,20.0
2024-04-18,guadalupe,pavuna,felino_f,felino,femea,nao,1,20.0
2024-04-18,guadalupe,ricardo de albuquerque,felino_f,felino,femea,sim,1,20.0
2024-04-19,guadalupe,guadalupe,felino_f,felino,femea,sim,4,80.0
2024-04-19,guadalupe,guadalupe,felino_m,felino,macho,nao,3,60.0
2024-04-19,guadalupe,barros filho,felino_m,felino,macho,sim,2,40.0
2024-04-19,guadalupe,guadalupe,canino_m,canino,macho,nao,2,40.0
2024-04-19,guadalupe,anchieta,canino_f,canino,femea,sim,1,20.0
2024-04-19,guadalupe,guadalupe,canino_f,canino,femea,nao,1,20.0
2024-04-19,guadalupe,guadalupe,canino_f,canino,femea,sim,1,20.0
2024-04-19,guadalupe,guadalupe,canino_m,canino,macho,sim,1,20.0
2024-04-19,guadalupe,guadalupe,felino_f,felino,femea,nao,1,20.0
2024-04-19,guadalupe,guadalupe,felino_m,felino,macho,sim,1,20.0
2024-04-19,guadalupe,pavuna,felino_m,felino,macho,sim,1,20.0
2024-04-19,guadalupe,ricardo de albuquerque,canino_f,canino,femea,nao,1,20.0
2024-04-19,guadalupe,ricardo de albuquerque,canino_m,canino,macho,nao,1,20.0
2024-04-19,guadalupe,ricardo de albuquerque,felino_m,felino,macho,sim,1,20.0
2024-04-22,guadalupe,guadalupe,canino_f,canino,femea,nao,3,60.0
2024-04-22,guadalupe,guadalupe,felino_f,felino,femea,nao,3,60.0
2024-04-22,guadalupe,guadalupe,felino_f,felino,femea,sim,3,60.0
2024-04-22,guadalupe,guadalupe,canino_m,canino,macho,nao,2,40.0
2024-04-22,guadalupe,guadalupe,felino_m,felino,macho,nao,2,40.0
2024-04-22,guadalupe,ricardo de albuquerque,canino_m,canino,macho,nao,2,40.0
2024-04-22,guadalupe,barros filho,canino_m,canino,macho,sim,1,20.0
2024-04-22,guadalupe,guadalupe,canino_f,canino,femea,sim,1,20.0
2024-04-22,guadalupe,guadalupe,canino_m,canino,macho,sim,1,20.0
2024-04-24,guadalupe,guadalupe,canino_f,canino,femea,nao,5,100.0
2024-04-24,guadalupe,guadalupe,canino_f,canino,femea,sim,2,40.0
2024-04-24,guadalupe,guadalupe,felino_f,felino,femea,nao,2,40.0
2024-04-24,guadalupe,guadalupe,felino_f,felino,femea,sim,2,40.0
2024-04-24,guadalupe,ricardo de albuquerque,canino_m,canino,macho,nao,2,40.0
2024-04-24,guadalupe,anchieta,felino_f,felino,femea,nao,1,20.0
2024-04-24,guadalupe,guadalupe,canino_m,canino,macho,nao,1,20.0
2024-04-24,guadalupe,guadalupe,canino_m,canino,macho,sim,1,20.0
2024-04-24,guadalupe,ricardo de albuquerque,canino_m,canino,macho,sim,1,20.0
2024-04-25,guadalupe,guadalupe,felino_f,felino,femea,nao,3,60.0
2024-04-25,guadalupe,guadalupe,felino_f,felino,femea,sim,3,60.0
2024-04-25,guadalupe,barros filho,felino_m,felino,macho,sim,2,40.0
2024-04-25,guadalupe,guadalupe,canino_f,canino,femea,sim,2,40.0
2024-04-25,guadalupe,ricardo de albuquerque,canino_m,canino,macho,sim,2,40.0
2024-04-25,guadalupe,anchieta,canino_f,canino,femea,nao,1,20.0
2024-04-25,guadalupe,barros filho,felino_m,felino,macho,nao,1,20.0
2024-04-25,guadalupe,guadalupe,canino_f,canino,femea,nao,1,20.0
2024-04-25,guadalupe,guadalupe,canino_m,canino,macho,nao,1,20.0
2024-04-25,guadalupe,guadalupe,canino_m,canino,macho,sim,1,20.0
2024-04-25,guadalupe,honorio gurgel,felino_m,felino,macho,nao,1,20.0
2024-04-25,guadalupe,honorio gurgel,felino_m,felino,macho,sim,1,20.0
2024-04-25,guadalupe,parque anchieta,canino_m,canino,macho,sim,1,20.0
2024-04-25,guadalupe,ricardo de albuquerque,felino_f,felino,femea,sim,1,20.0
2024-04-25,guadalupe,sao joão,canino_f,canino,femea,nao,1,20.0
2024-04-26,guadalupe,guadalupe,canino_f,canino,femea,sim,3,60.0
2024-04-26,guadalupe,ricardo de albuquerque,canino_m,canino,macho,nao,2,40.0
2024-04-26,guadalupe,guadalupe,canino_m,canino,macho,sim,1,20.0
2024-04-26,guadalupe,parque anchieta,felino_f,felino,femea,nao,1,20.0
2024-04-26,guadalupe,ricardo de albuquerque,canino_f,canino,femea,sim,1,20.0
2024-04-26,guadalupe,ricardo de albuquerque,felino_f,felino,femea,sim,1,20.0
2024-04-29,guadalupe,guadalupe,canino_f,canino,femea,nao,2,40.0
2024-04-29,guadalupe,guadalupe,felino_f,felino,femea,sim,2,40.0
2024-04-29,guadalupe,guadalupe,felino_m,felino,macho,sim,2,40.0
2024-04-29,guadalupe,costa barros,canino_f,canino,femea,sim,1,20.0
2024-04-29,guadalupe,costa barros,canino_m,canino,macho,sim,1,20.0
2024-04-29,guadalupe,costa barros,felino_f,felino,femea,sim,1,20.0
2024-04-29,guadalupe,guadalupe,canino_m,canino,macho,sim,1,20.0
2024-04-29,guadalupe,guadalupe,felino_f,felino,femea,nao,1,20.0
2024-04-29,guadalupe,guadalupe,felino_m,felino,macho,nao,1,20.0
2024-04-29,guadalupe,honorio gurgel,felino_m,felino,macho,nao,1,20.0
2024-04-29,guadalupe,ricardo de albuquerque,canino_f,canino,femea,nao,1,20.0
2024-04-29,guadalupe,sao joão,canino_f,canino,femea,nao,1,20.0
2024-04-29,guadalupe,sao joão,canino_m,canino,macho,sim,1,20.0
2024-04-30,guadalupe,guadalupe,felino_f,felino,femea,nao,4,80.0
2024-04-30,guadalupe,guadalupe,canino_f,canino,femea,sim,2,40.0
2024-04-30,guadalupe,anchieta,canino_f,canino,femea,sim,1,20.0
2024-04-30,guadalupe,costa barros,canino_m,canino,macho,sim,1,20.0
2024-04-30,guadalupe,costa barros,felino_f,felino,femea,nao,1,20.0
2024-04-30,guadalupe,guadalupe,canino_f,canino,femea,nao,1,20.0
2024-04-30,guadalupe,guadalupe,canino_m,canino,macho,nao,1,20.0
2024-04-30,guadalupe,guadalupe,canino_m,canino,macho,sim,1,20.0
2024-04-30,guadalupe,guadalupe,felino_m,felino,macho,nao,1,20.0
2024-04-30,guadalupe,guadalupe,felino_m,felino,macho,sim,1,20.0
2024-04-30,guadalupe,parque anchieta,canino_f,canino,femea,nao,1,20.0
2024-05-06,vila kennedy,vila kennedy,felino_m,felino,macho,nao,5,100.0
2024-05-06,vila kennedy,bangu,canino_m,canino,macho,sim,3,60.0
2024-05-06,vila kennedy,bangu,felino_f,felino,femea,sim,3,60.0
2024-05-06,vila kennedy,bangu,felino_m,felino,macho,sim,3,60.0
2024-05-06,vila kennedy,bangu,canino_f,canino,femea,sim,2,40.0
2024-05-06,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-06,vila kennedy,vila kennedy,canino_f,canino,femea,sim,1,20.0
2024-05-06,vila kennedy,vila kennedy,felino_f,felino,femea,nao,1,20.0
2024-05-08,vila kennedy,bangu,felino_m,felino,macho,sim,1,20.0
2024-05-09,vila kennedy,vila kennedy,felino_m,felino,macho,nao,4,80.0
2024-05-09,vila kennedy,bangu,felino_f,felino,femea,sim,3,60.0
2024-05-09,vila kennedy,bangu,canino_f,canino,femea,sim,2,40.0
2024-05-09,vila kennedy,bangu,canino_m,canino,macho,sim,2,40.0
2024-05-09,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-09,vila kennedy,bangu,felino_f,felino,femea,nao,1,20.0
2024-05-09,vila kennedy,bangu,felino_m,felino,macho,sim,1,20.0
2024-05-09,vila kennedy,vila kennedy,canino_f,canino,femea,nao,1,20.0
2024-05-09,vila kennedy,vila kennedy,canino_f,canino,femea,sim,1,20.0
2024-05-09,vila kennedy,vila kennedy,canino_m,canino,macho,sim,1,20.0
2024-05-10,vila kennedy,bangu,felino_m,felino,macho,sim,6,120.0
2024-05-10,vila kennedy,bangu,canino_f,canino,femea,sim,3,60.0
2024-05-10,vila kennedy,bangu,felino_f,felino,femea,nao,2,40.0
2024-05-10,vila kennedy,vila kennedy,felino_f,felino,femea,sim,2,40.0
2024-05-10,vila kennedy,vila kennedy,felino_m,felino,macho,sim,2,40.0
2024-05-10,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-10,vila kennedy,bangu,canino_m,canino,macho,sim,1,20.0
2024-05-10,vila kennedy,bangu,felino_f,felino,femea,sim,1,20.0
2024-05-10,vila kennedy,bangu,felino_m,felino,macho,nao,1,20.0
2024-05-10,vila kennedy,figueira,canino_m,canino,macho,nao,1,20.0
2024-05-10,vila kennedy,vila kennedy,canino_f,canino,femea,nao,1,20.0
2024-05-10,vila kennedy,vila kennedy,canino_f,canino,femea,sim,1,20.0
2024-05-10,vila kennedy,vila kennedy,canino_m,canino,macho,nao,1,20.0
2024-05-13,vila kennedy,bangu,felino_m,felino,macho,sim,3,60.0
2024-05-13,vila kennedy,bangu,felino_f,felino,femea,nao,2,40.0
2024-05-13,vila kennedy,bangu,canino_m,canino,macho,sim,1,20.0
2024-05-13,vila kennedy,bangu,felino_m,felino,macho,nao,1,20.0
2024-05-13,vila kennedy,vila kennedy,canino_f,canino,femea,nao,1,20.0
2024-05-13,vila kennedy,vila kennedy,canino_f,canino,femea,sim,1,20.0
2024-05-13,vila kennedy,vila kennedy,canino_m,canino,macho,nao,1,20.0
2024-05-13,vila kennedy,vila kennedy,felino_f,felino,femea,sim,1,20.0
2024-05-13,vila kennedy,vila kennedy,felino_m,felino,macho,nao,1,20.0
2024-05-14,vila kennedy,bangu,felino_m,felino,macho,sim,4,80.0
2024-05-14,vila kennedy,bangu,canino_f,canino,femea,sim,2,40.0
2024-05-14,vila kennedy,bangu,felino_f,felino,femea,nao,2,40.0
2024-05-14,vila kennedy,bangu,felino_m,felino,macho,nao,2,40.0
2024-05-14,vila kennedy,vila kennedy,canino_m,canino,macho,sim,2,40.0
2024-05-14,vila kennedy,bangu,canino_m,canino,macho,sim,1,20.0
2024-05-14,vila kennedy,bangu,felino_f,felino,femea,sim,1,20.0
2024-05-14,vila kennedy,vila kennedy,canino_f,canino,femea,nao,1,20.0
2024-05-14,vila kennedy,vila kennedy,canino_f,canino,femea,sim,1,20.0
2024-05-14,vila kennedy,vila kennedy,canino_m,canino,macho,nao,1,20.0
2024-05-14,vila kennedy,vila kennedy,felino_m,felino,macho,sim,1,20.0
2024-05-15,vila kennedy,bangu,felino_m,felino,macho,sim,6,120.0
2024-05-15,vila kennedy,bangu,felino_f,felino,femea,sim,4,80.0
2024-05-15,vila kennedy,vila kennedy,canino_f,canino,femea,sim,3,60.0
2024-05-15,vila kennedy,vila kennedy,canino_m,canino,macho,nao,2,40.0
2024-05-15,vila kennedy,bangu,canino_f,canino,femea,sim,1,20.0
2024-05-15,vila kennedy,bangu,canino_m,canino,macho,sim,1,20.0
2024-05-15,vila kennedy,vila kennedy,canino_f,canino,femea,nao,1,20.0
2024-05-15,vila kennedy,vila kennedy,canino_m,canino,macho,sim,1,20.0
2024-05-15,vila kennedy,vila kennedy,felino_m,felino,macho,sim,1,20.0
2024-05-16,vila kennedy,bangu,felino_m,felino,macho,sim,5,100.0
2024-05-16,vila kennedy,bangu,felino_f,felino,femea,nao,3,60.0
2024-05-16,vila kennedy,vila kennedy,canino_f,canino,femea,nao,3,60.0
2024-05-16,vila kennedy,vila kennedy,felino_m,felino,macho,sim,3,60.0
2024-05-16,vila kennedy,vila kennedy,canino_m,canino,macho,nao,2,40.0
2024-05-16,vila kennedy,bangu,canino_f,canino,femea,nao,1,20.0
2024-05-16,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-16,vila kennedy,bangu,canino_m,canino,macho,sim,1,20.0
2024-05-16,vila kennedy,bangu,felino_f,felino,femea,sim,1,20.0
2024-05-17,vila kennedy,bangu,felino_f,felino,femea,sim,4,80.0
2024-05-17,vila kennedy,bangu,canino_f,canino,femea,nao,2,40.0
2024-05-17,vila kennedy,bangu,canino_m,canino,macho,sim,2,40.0
2024-05-17,vila kennedy,bangu,felino_m,felino,macho,nao,2,40.0
2024-05-17,vila kennedy,bangu,canino_f,canino,femea,sim,1,20.0
2024-05-17,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-17,vila kennedy,bangu,felino_f,felino,femea,nao,1,20.0
2024-05-17,vila kennedy,bangu,felino_m,felino,macho,sim,1,20.0
2024-05-17,vila kennedy,duque de caxias,felino_m,felino,macho,nao,1,20.0
2024-05-17,vila kennedy,vila kennedy,canino_f,canino,femea,sim,1,20.0
2024-05-17,vila kennedy,vila kennedy,canino_m,canino,macho,sim,1,20.0
2024-05-17,vila kennedy,vila kennedy,felino_m,felino,macho,nao,1,20.0
2024-05-20,vila kennedy,bangu,canino_m,canino,macho,sim,3,60.0
2024-05-20,vila kennedy,vila kennedy,felino_m,felino,macho,nao,3,60.0
2024-05-20,vila kennedy,bangu,felino_f,felino,femea,sim,2,40.0
2024-05-20,vila kennedy,bangu,felino_m,felino,macho,nao,2,40.0
2024-05-20,vila kennedy,bangu,felino_m,felino,macho,sim,2,40.0
2024-05-20,vila kennedy,vila kennedy,canino_f,canino,femea,sim,2,40.0
2024-05-20,vila kennedy,bangu,canino_f,canino,femea,sim,1,20.0
2024-05-20,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-20,vila kennedy,campo grande,canino_f,canino,femea,nao,1,20.0
2024-05-20,vila kennedy,santissimo,felino_f,felino,femea,nao,1,20.0
2024-05-21,vila kennedy,vila kennedy,felino_m,felino,macho,sim,6,120.0
2024-05-21,vila kennedy,vila kennedy,canino_f,canino,femea,sim,3,60.0
2024-05-21,vila kennedy,bangu,felino_f,felino,femea,sim,2,40.0
2024-05-21,vila kennedy,vila kennedy,canino_m,canino,macho,nao,2,40.0
2024-05-21,vila kennedy,vila kennedy,felino_f,felino,femea,sim,2,40.0
2024-05-21,vila kennedy,bangu,canino_f,canino,femea,nao,1,20.0
2024-05-21,vila kennedy,bangu,felino_m,felino,macho,sim,1,20.0
2024-05-21,vila kennedy,campo grande,felino_m,felino,macho,sim,1,20.0
2024-05-21,vila kennedy,vila kennedy,canino_m,canino,macho,sim,1,20.0
2024-05-21,vila kennedy,vila kennedy,felino_f,felino,femea,nao,1,20.0
2024-05-21,vila kennedy,vila kennedy,felino_m,felino,macho,nao,1,20.0
2024-05-22,vila kennedy,bangu,felino_m,felino,macho,sim,4,80.0
2024-05-22,vila kennedy,bangu,felino_m,felino,macho,nao,3,60.0
2024-05-22,vila kennedy,bangu,canino_f,canino,femea,nao,2,40.0
2024-05-22,vila kennedy,bangu,canino_f,canino,femea,sim,2,40.0
2024-05-22,vila kennedy,vila kennedy,canino_m,canino,macho,nao,2,40.0
2024-05-22,guadalupe,bangu,felino_f,felino,femea,sim,1,20.0
2024-05-22,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-22,vila kennedy,bangu,canino_m,canino,macho,sim,1,20.0
2024-05-22,vila kennedy,bangu,felino_f,felino,femea,nao,1,20.0
2024-05-22,vila kennedy,bangu,felino_f,felino,femea,sim,1,20.0
2024-05-22,vila kennedy,vila kennedy,felino_f,felino,femea,nao,1,20.0
2024-05-22,vila kennedy,vila kennedy,felino_f,felino,femea,sim,1,20.0
2024-05-22,vila kennedy,vila kennedy,felino_m,felino,macho,sim,1,20.0
2024-05-24,vila kennedy,vila kennedy,felino_m,felino,macho,nao,5,100.0
2024-05-24,vila kennedy,bangu,canino_f,canino,femea,sim,3,60.0
2024-05-24,vila kennedy,bangu,felino_f,felino,femea,sim,3,60.0
2024-05-24,vila kennedy,bangu,felino_m,felino,macho,sim,3,60.0
2024-05-24,vila kennedy,bangu,canino_m,canino,macho,sim,2,40.0
2024-05-24,vila kennedy,vila kennedy,canino_f,canino,femea,sim,2,40.0
2024-05-24,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-24,vila kennedy,bangu,felino_f,felino,femea,nao,1,20.0
2024-05-24,vila kennedy,vila kennedy,canino_m,canino,macho,nao,1,20.0
2024-05-27,vila kennedy,bangu,canino_f,canino,femea,sim,2,40.0
2024-05-27,vila kennedy,bangu,canino_m,canino,macho,sim,2,40.0
2024-05-27,vila kennedy,bangu,felino_f,felino,femea,sim,2,40.0
2024-05-27,vila kennedy,vila kennedy,canino_f,canino,femea,sim,2,40.0
2024-05-27,vila kennedy,vila kennedy,canino_m,canino,macho,sim,2,40.0
2024-05-27,vila kennedy,vila kennedy,felino_m,felino,macho,nao,2,40.0
2024-05-27,vila kennedy,bangu,felino_m,felino,macho,sim,1,20.0
2024-05-27,vila kennedy,vila kennedy,felino_f,felino,femea,sim,1,20.0
2024-05-27,vila kennedy,vila kennedy,felino_m,felino,macho,sim,1,20.0
2024-05-28,vila kennedy,vila kennedy,canino_m,canino,macho,nao,3,60.0
2024-05-28,vila kennedy,vila kennedy,felino_m,felino,macho,sim,3,60.0
2024-05-28,vila kennedy,bangu,felino_f,felino,femea,nao,2,40.0
2024-05-28,vila kennedy,bangu,felino_m,felino,macho,sim,2,40.0
2024-05-28,vila kennedy,vila kennedy,canino_f,canino,femea,nao,2,40.0
2024-05-28,vila kennedy,bangu,canino_m,canino,macho,sim,1,20.0
2024-05-28,vila kennedy,bangu,felino_f,felino,femea,sim,1,20.0
2024-05-28,vila kennedy,bangu,felino_m,felino,macho,nao,1,20.0
2024-05-28,vila kennedy,senador camara,canino_f,canino,femea,sim,1,20.0
2024-05-28,vila kennedy,vila kennedy,felino_m,felino,macho,nao,1,20.0
2024-05-29,vila kennedy,bangu,canino_f,canino,femea,sim,2,40.0
2024-05-29,vila kennedy,campo grande,felino_f,felino,femea,sim,2,40.0
2024-05-29,vila kennedy,vila kennedy,felino_m,felino,macho,sim,2,40.0
2024-05-29,vila kennedy,bangu,canino_f,canino,femea,nao,1,20.0
2024-05-29,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-29,vila kennedy,bangu,canino_m,canino,macho,sim,1,20.0
2024-05-29,vila kennedy,bangu,felino_f,felino,femea,nao,1,20.0
2024-05-29,vila kennedy,bangu,felino_f,felino,femea,sim,1,20.0
2024-05-29,vila kennedy,bangu,felino_m,felino,macho,sim,1,20.0
2024-05-29,vila kennedy,vila kennedy,canino_f,canino,femea,sim,1,20.0
2024-05-29,vila kennedy,vila kennedy,canino_m,canino,macho,sim,1,20.0
2024-05-29,vila kennedy,vila kennedy,felino_f,felino,femea,nao,1,20.0
2024-05-31,vila kennedy,bangu,canino_f,canino,femea,sim,4,80.0
2024-05-31,vila kennedy,bangu,canino_m,canino,macho,sim,4,80.0
2024-05-31,vila kennedy,vila kennedy,felino_m,felino,macho,sim,3,60.0
2024-05-31,vila kennedy,bangu,felino_f,felino,femea,nao,2,40.0
2024-05-31,vila kennedy,bangu,canino_m,canino,macho,nao,1,20.0
2024-05-31,vila kennedy,bangu,felino_f,felino,femea,sim,1,20.0
2024-05-31,vila kennedy,bangu,felino_m,felino,macho,sim,1,20.0
2024-05-31,vila kennedy,campo grande,felino_m,felino,macho,sim,1,20.0
2024-05-31,vila kennedy,vila kennedy,canino_f,canino,femea,sim,1,20.0
2024-05-31,vila kennedy,vila kennedy,felino_f,felino,femea,sim,1,20.0
2024-05-31,vila kennedy,vila kennedy,felino_m,felino,macho,nao,1,20.0
