data,LOCAL,BAIRRO,ESPECIE,cirurgia_realizada
2024-03-25,guadalupe,guadalupe,canino_m,nao
2024-03-25,guadalupe,guadalupe,canino_m,sim
2024-03-25,guadalupe,guadalupe,canino_m,sim
2024-03-25,guadalupe,guadalupe,felino_m,sim
2024-03-25,guadalupe,guadalupe,felino_m,sim
2024-03-25,guadalupe,guadalupe,felino_f,sim
2024-03-25,guadalupe,guadalupe,felino_f,sim
2024-03-25,guadalupe,guadalupe,felino_f,sim
2024-03-25,guadalupe,guadalupe,felino_m,sim
2024-03-25,guadalupe,guadalupe,felino_f,sim
2024-03-25,guadalupe,guadalupe,felino_m,sim
2024-03-25,guadalupe,ricardo de albuquerque,canino_f,nao
2024-03-26,guadalupe,barros filho,canino_f,nao
2024-03-26,guadalupe,guadalupe,felino_m,nao
2024-03-26,guadalupe,marechal hermes,felino_m,nao
2024-03-26,guadalupe,marechal hermes,felino_m,nao
2024-03-26,guadalupe,guadalupe,canino_f,sim
2024-03-26,guadalupe,barros filho,felino_f,sim
2024-03-26,guadalupe,guadalupe,felino_m,sim
2024-03-26,guadalupe,barros filho,canino_m,sim
2024-03-26,guadalupe,barros filho,felino_f,sim
2024-03-26,guadalupe,barros filho,felino_f,sim
2024-03-26,guadalupe,barros filho,canino_m,sim
2024-03-26,guadalupe,guadalupe,canino_m,sim
2024-03-26,guadalupe,guadalupe,canino_m,sim
2024-03-26,guadalupe,marechal hermes,felino_f,sim
2024-03-26,guadalupe,marechal hermes,felino_f,sim
2024-03-26,guadalupe,guadalupe,felino_m,sim
2024-03-26,guadalupe,guadalupe,felino_m,sim
2024-03-26,guadalupe,guadalupe,felino_m,sim
2024-03-26,guadalupe,guadalupe,felino_m,sim
2024-03-26,guadalupe,guadalupe,canino_f,nao
2024-03-26,guadalupe,guadalupe,felino_f,nao
2024-03-26,guadalupe,guadalupe,canino_f,nao
2024-03-27,guadalupe,anchieta,canino_m,nao
2024-03-27,guadalupe,ricardo de albuquerque,canino_f,sim
2024-03-27,guadalupe,ricardo de albuquerque,canino_f,sim
2024-03-27,guadalupe,ricardo de albuquerque,canino_f,sim
2024-03-27,guadalupe,pavuna,felino_m,sim
2024-03-27,guadalupe,pavuna,felino_m,sim
2024-03-27,guadalupe,pavuna,felino_m,sim
2024-03-27,guadalupe,pavuna,felino_m,sim
2024-03-27,guadalupe,guadalupe,canino_m,sim
2024-03-27,guadalupe,barros filho,canino_f,sim
2024-03-27,guadalupe,guadalupe,canino_f,sim
2024-03-27,guadalupe,anchieta,felino_f,sim
2024-03-27,guadalupe,guadalupe,felino_m,sim
2024-03-27,guadalupe,guadalupe,felino_f,sim
2024-03-27,guadalupe,guadalupe,felino_m,sim
2024-03-27,guadalupe,guadalupe,felino_f,sim
2024-03-27,guadalupe,guadalupe,felino_f,sim
2024-03-27,guadalupe,marechal hermes,felino_f,nao
2024-03-27,guadalupe,ricardo de albuquerque,canino_m,nao
2024-03-28,guadalupe,guadalupe,canino_f,nao
2024-03-28,guadalupe,guadalupe,canino_m,nao
2024-03-28,guadalupe,costa barros,canino_f,nao
2024-03-28,guadalupe,anchieta,canino_f,sim
2024-03-28,guadalupe,guadalupe,canino_f,sim
2024-03-28,guadalupe,guadalupe,canino_m,sim
2024-03-28,guadalupe,ricardo de albuquerque,felino_m,sim
2024-03-28,guadalupe,ricardo de albuquerque,felino_m,sim
2024-03-28,guadalupe,guadalupe,felino_m,sim
2024-03-28,guadalupe,guadalupe,felino_m,sim
2024-03-28,guadalupe,realengo,felino_m,sim
2024-03-28,guadalupe,guadalupe,felino_m,sim
2024-03-28,guadalupe,realengo,felino_m,sim
2024-03-28,guadalupe,guadalupe,felino_f,sim
2024-03-28,guadalupe,guadalupe,felino_m,nao
2024-03-28,guadalupe,ricardo de albuquerque,felino_f,nao
2024-03-28,guadalupe,deodoro,felino_f,nao
2024-03-28,guadalupe,deodoro,felino_f,nao
2024-03-28,guadalupe,guadalupe,canino_m,nao
2024-03-28,guadalupe,guadalupe,canino_m,nao
2024-04-01,guadalupe,guadalupe,felino_m,nao
2024-04-01,guadalupe,guadalupe,canino_m,nao
2024-04-01,guadalupe,anchieta,felino_f,nao
2024-04-01,guadalupe,guadalupe,felino_f,nao
2024-04-01,guadalupe,guadalupe,canino_f,nao
2024-04-01,guadalupe,guadalupe,canino_f,nao
2024-04-01,guadalupe,costa barros,canino_f,sim
2024-04-01,guadalupe,anchieta,canino_f,sim
2024-04-01,guadalupe,guadalupe,felino_m,sim
2024-04-01,guadalupe,costa barros,canino_m,sim
2024-04-01,guadalupe,ricardo de albuquerque,canino_m,sim
2024-04-01,guadalupe,marechal hermes,felino_f,sim
2024-04-01,guadalupe,guadalupe,canino_m,sim
2024-04-01,guadalupe,ricardo de albuquerque,felino_m,sim
2024-04-01,guadalupe,ricardo de albuquerque,felino_m,sim
2024-04-01,guadalupe,guadalupe,felino_f,sim
2024-04-01,guadalupe,ricardo de albuquerque,felino_m,sim
2024-04-01,guadalupe,guadalupe,felino_f,nao
2024-04-01,guadalupe,guadalupe,felino_m,nao
2024-04-01,guadalupe,guadalupe,felino_m,sim
2024-04-02,guadalupe,guadalupe,canino_f,sim
2024-04-02,guadalupe,guadalupe,canino_f,sim
2024-04-02,guadalupe,guadalupe,canino_f,sim
2024-04-02,guadalupe,guadalupe,canino_m,sim
2024-04-02,guadalupe,guadalupe,canino_f,nao
2024-04-02,guadalupe,guadalupe,felino_f,sim
2024-04-02,guadalupe,guadalupe,felino_f,sim
2024-04-02,guadalupe,guadalupe,felino_m,sim
2024-04-02,guadalupe,guadalupe,felino_m,sim
2024-04-02,guadalupe,guadalupe,felino_f,sim
2024-04-02,guadalupe,anchieta,felino_m,sim
2024-04-02,guadalupe,ricardo de albuquerque,felino_m,sim
2024-04-02,guadalupe,guadalupe,felino_f,nao
2024-04-02,guadalupe,guadalupe,canino_f,nao
2024-04-02,guadalupe,guadalupe,felino_m,nao
2024-04-02,guadalupe,guadalupe,felino_m,nao
2024-04-02,guadalupe,anchieta,felino_m,nao
2024-04-02,guadalupe,pavuna,felino_m,nao
2024-04-02,guadalupe,guadalupe,felino_m,nao
2024-04-02,guadalupe,guadalupe,canino_m,nao
2024-04-02,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-02,guadalupe,guadalupe,canino_m,nao
2024-04-03,guadalupe,guadalupe,canino_f,nao
2024-04-03,guadalupe,ricardo de albuquerque,canino_f,nao
2024-04-03,guadalupe,costa barros,canino_m,nao
2024-04-03,guadalupe,guadalupe,canino_m,nao
2024-04-03,guadalupe,guadalupe,felino_f,nao
2024-04-03,guadalupe,guadalupe,felino_f,nao
2024-04-03,guadalupe,guadalupe,felino_m,nao
2024-04-03,guadalupe,anchieta,felino_m,nao
2024-04-03,guadalupe,guadalupe,felino_m,nao
2024-04-03,guadalupe,guadalupe,felino_m,nao
2024-04-03,guadalupe,deodoro,felino_m,nao
2024-04-03,guadalupe,guadalupe,felino_m,nao
2024-04-03,guadalupe,guadalupe,canino_f,sim
2024-04-03,guadalupe,guadalupe,canino_f,sim
2024-04-03,guadalupe,guadalupe,canino_m,sim
2024-04-03,guadalupe,ricardo de albuquerque,felino_m,sim
2024-04-03,guadalupe,guadalupe,canino_m,sim
2024-04-03,guadalupe,guadalupe,felino_m,sim
2024-04-03,guadalupe,guadalupe,felino_m,sim
2024-04-03,guadalupe,guadalupe,canino_m,sim
2024-04-03,guadalupe,guadalupe,felino_f,sim
2024-04-03,guadalupe,guadalupe,felino_f,sim
2024-04-03,guadalupe,honorio gurgel,felino_f,sim
2024-04-04,guadalupe,guadalupe,canino_f,nao
2024-04-04,guadalupe,guadalupe,canino_f,nao
2024-04-04,guadalupe,guadalupe,canino_f,nao
2024-04-04,guadalupe,realengo,canino_m,nao
2024-04-04,guadalupe,guadalupe,canino_m,nao
2024-04-04,guadalupe,ricardo de albuquerque,felino_m,nao
2024-04-04,guadalupe,ricardo de albuquerque,felino_f,nao
2024-04-04,guadalupe,guadalupe,felino_m,nao
2024-04-04,guadalupe,ricardo de albuquerque,felino_m,nao
2024-04-04,guadalupe,guadalupe,felino_m,nao
2024-04-04,guadalupe,guadalupe,canino_f,sim
2024-04-04,guadalupe,guadalupe,canino_f,sim
2024-04-04,guadalupe,barros filho,felino_m,sim
2024-04-04,guadalupe,guadalupe,canino_f,nao
2024-04-04,guadalupe,guadalupe,felino_m,sim
2024-04-04,guadalupe,guadalupe,felino_m,sim
2024-04-04,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-04,guadalupe,anchieta,felino_f,nao
2024-04-04,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-04,guadalupe,guadalupe,canino_m,sim
2024-04-04,guadalupe,guadalupe,canino_m,nao
2024-04-05,guadalupe,ricardo de albuquerque,felino_m,nao
2024-04-05,guadalupe,guadalupe,felino_m,nao
2024-04-05,guadalupe,guadalupe,canino_f,nao
2024-04-05,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-05,guadalupe,anchieta,canino_m,nao
2024-04-05,guadalupe,guadalupe,felino_f,nao
2024-04-05,guadalupe,guadalupe,felino_f,sim
2024-04-05,guadalupe,guadalupe,canino_f,sim
2024-04-05,guadalupe,guadalupe,canino_f,sim
2024-04-05,guadalupe,guadalupe,canino_f,sim
2024-04-05,guadalupe,anchieta,felino_m,sim
2024-04-05,guadalupe,guadalupe,felino_m,sim
2024-04-05,guadalupe,guadalupe,felino_m,sim
2024-04-05,guadalupe,anchieta,canino_m,sim
2024-04-05,guadalupe,guadalupe,felino_m,sim
2024-04-05,guadalupe,guadalupe,felino_m,sim
2024-04-05,guadalupe,guadalupe,canino_m,sim
2024-04-05,guadalupe,guadalupe,felino_f,nao
2024-04-05,guadalupe,guadalupe,felino_f,sim
2024-04-05,guadalupe,guadalupe,felino_f,sim
2024-04-05,guadalupe,guadalupe,felino_m,sim
2024-04-05,guadalupe,guadalupe,felino_m,sim
2024-04-08,guadalupe,guadalupe,felino_f,nao
2024-04-08,guadalupe,guadalupe,felino_f,nao
2024-04-08,guadalupe,guadalupe,canino_f,nao
2024-04-08,guadalupe,guadalupe,canino_f,nao
2024-04-08,guadalupe,guadalupe,felino_m,nao
2024-04-08,guadalupe,guadalupe,felino_m,nao
2024-04-08,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-08,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-08,guadalupe,barros filho,felino_m,sim
2024-04-08,guadalupe,anchieta,felino_m,sim
2024-04-08,guadalupe,ricardo de albuquerque,canino_f,sim
2024-04-08,guadalupe,guadalupe,canino_m,sim
2024-04-08,guadalupe,guadalupe,felino_m,sim
2024-04-08,guadalupe,anchieta,canino_m,nao
2024-04-08,guadalupe,guadalupe,felino_m,sim
2024-04-08,guadalupe,guadalupe,felino_m,sim
2024-04-08,guadalupe,guadalupe,felino_m,sim
2024-04-08,guadalupe,guadalupe,canino_m,sim
2024-04-09,guadalupe,barros filho,felino_m,nao
2024-04-09,guadalupe,guadalupe,felino_m,nao
2024-04-09,guadalupe,guadalupe,felino_m,nao
2024-04-09,guadalupe,guadalupe,canino_f,nao
2024-04-09,guadalupe,guadalupe,canino_f,nao
2024-04-09,guadalupe,pavuna,canino_m,nao
2024-04-09,guadalupe,guadalupe,canino_m,nao
2024-04-09,guadalupe,guadalupe,felino_f,nao
2024-04-09,guadalupe,guadalupe,felino_f,nao
2024-04-09,guadalupe,coelho neto,felino_f,sim
2024-04-09,guadalupe,guadalupe,canino_f,sim
2024-04-09,guadalupe,ricardo de albuquerque,felino_m,sim
2024-04-09,guadalupe,ricardo de albuquerque,felino_m,sim
2024-04-09,guadalupe,coelho neto,felino_m,sim
2024-04-09,guadalupe,guadalupe,felino_m,sim
2024-04-09,guadalupe,guadalupe,felino_m,sim
2024-04-09,guadalupe,marechal hermes,felino_m,sim
2024-04-09,guadalupe,anchieta,felino_f,sim
2024-04-10,guadalupe,anchieta,felino_f,nao
2024-04-10,guadalupe,guadalupe,felino_f,nao
2024-04-10,guadalupe,anchieta,felino_f,nao
2024-04-10,guadalupe,guadalupe,felino_m,nao
2024-04-10,guadalupe,guadalupe,felino_m,nao
2024-04-10,guadalupe,guadalupe,canino_m,nao
2024-04-10,guadalupe,guadalupe,felino_m,nao
2024-04-10,guadalupe,guadalupe,canino_f,nao
2024-04-10,guadalupe,guadalupe,canino_f,nao
2024-04-10,guadalupe,guadalupe,canino_f,sim
2024-04-10,guadalupe,guadalupe,canino_f,sim
2024-04-10,guadalupe,guadalupe,canino_m,sim
2024-04-10,guadalupe,ricardo de albuquerque,canino_m,sim
2024-04-10,guadalupe,guadalupe,canino_f,sim
2024-04-10,guadalupe,pavuna,felino_m,sim
2024-04-10,guadalupe,complexo do chapadao,canino_m,sim
2024-04-10,guadalupe,guadalupe,felino_m,sim
2024-04-10,guadalupe,guadalupe,felino_m,sim
2024-04-10,guadalupe,guadalupe,felino_m,sim
2024-04-10,guadalupe,honorio gurgel,felino_f,sim
2024-04-11,guadalupe,guadalupe,canino_m,nao
2024-04-11,guadalupe,guadalupe,canino_f,nao
2024-04-11,guadalupe,ricardo de albuquerque,canino_f,nao
2024-04-11,guadalupe,guadalupe,felino_f,nao
2024-04-11,guadalupe,guadalupe,felino_f,nao
2024-04-11,guadalupe,guadalupe,felino_m,nao
2024-04-11,guadalupe,guadalupe,canino_m,sim
2024-04-11,guadalupe,anchieta,canino_f,sim
2024-04-11,guadalupe,ricardo de albuquerque,canino_f,sim
2024-04-11,guadalupe,guadalupe,felino_f,sim
2024-04-11,guadalupe,guadalupe,felino_f,sim
2024-04-11,guadalupe,guadalupe,canino_m,sim
2024-04-11,guadalupe,guadalupe,canino_m,sim
2024-04-11,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-12,piedade,anchieta,canino_f,nao
2024-04-12,guadalupe,guadalupe,canino_f,nao
2024-04-12,guadalupe,campo grande,felino_f,nao
2024-04-12,guadalupe,guadalupe,felino_m,nao
2024-04-12,guadalupe,guadalupe,canino_m,nao
2024-04-12,guadalupe,anchieta,canino_m,nao
2024-04-12,guadalupe,barros filho,felino_f,nao
2024-04-12,guadalupe,guadalupe,felino_f,sim
2024-04-12,guadalupe,costa barros,felino_m,sim
2024-04-12,guadalupe,guadalupe,canino_f,sim
2024-04-12,guadalupe,guadalupe,canino_f,sim
2024-04-12,guadalupe,costa barros,canino_m,sim
2024-04-12,guadalupe,guadalupe,canino_f,sim
2024-04-12,guadalupe,guadalupe,felino_f,nao
2024-04-15,guadalupe,parque anchieta,felino_m,nao
2024-04-15,guadalupe,guadalupe,felino_m,nao
2024-04-15,guadalupe,guadalupe,felino_f,nao
2024-04-15,guadalupe,guadalupe,canino_m,sim
2024-04-15,guadalupe,costa barros,canino_f,sim
2024-04-15,guadalupe,pavuna,canino_f,sim
2024-04-15,guadalupe,anchieta,canino_m,sim
2024-04-15,guadalupe,guadalupe,felino_f,sim
2024-04-15,guadalupe,guadalupe,felino_f,sim
2024-04-15,guadalupe,pavuna,canino_m,sim
2024-04-15,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-15,guadalupe,guadalupe,felino_f,sim
2024-04-16,guadalupe,paciencia,canino_m,nao
2024-04-16,guadalupe,guadalupe,canino_f,nao
2024-04-16,guadalupe,guadalupe,canino_f,nao
2024-04-16,guadalupe,guadalupe,canino_f,nao
2024-04-16,guadalupe,guadalupe,canino_f,nao
2024-04-16,guadalupe,anchieta,felino_f,nao
2024-04-16,guadalupe,guadalupe,felino_f,nao
2024-04-16,guadalupe,anchieta,felino_f,nao
2024-04-16,guadalupe,guadalupe,felino_f,sim
2024-04-16,guadalupe,ricardo de albuquerque,felino_m,sim
2024-04-16,guadalupe,guadalupe,canino_m,sim
2024-04-16,guadalupe,guadalupe,canino_m,sim
2024-04-16,guadalupe,guadalupe,canino_m,sim
2024-04-16,guadalupe,guadalupe,canino_f,sim
2024-04-17,guadalupe,guadalupe,canino_m,nao
2024-04-17,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-17,guadalupe,barros filho,felino_f,nao
2024-04-17,guadalupe,guadalupe,canino_f,nao
2024-04-17,guadalupe,guadalupe,felino_m,sim
2024-04-17,guadalupe,anchieta,felino_m,sim
2024-04-17,guadalupe,anchieta,felino_m,sim
2024-04-17,guadalupe,anchieta,felino_m,sim
2024-04-17,guadalupe,guadalupe,canino_m,sim
2024-04-17,guadalupe,costa barros,canino_m,sim
2024-04-17,guadalupe,guadalupe,canino_f,sim
2024-04-17,guadalupe,ricardo de albuquerque,canino_f,sim
2024-04-17,guadalupe,guadalupe,canino_f,sim
2024-04-17,guadalupe,barros filho,felino_f,nao
2024-04-17,guadalupe,anchieta,felino_f,sim
2024-04-17,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-18,guadalupe,guadalupe,felino_m,nao
2024-04-18,guadalupe,guadalupe,felino_m,nao
2024-04-18,guadalupe,anchieta,canino_m,nao
2024-04-18,guadalupe,guadalupe,canino_f,nao
2024-04-18,guadalupe,ricardo de albuquerque,canino_f,nao
2024-04-18,guadalupe,guadalupe,felino_f,nao
2024-04-18,guadalupe,guadalupe,felino_f,nao
2024-04-18,guadalupe,guadalupe,felino_f,sim
2024-04-18,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-18,guadalupe,barros filho,felino_f,sim
2024-04-18,guadalupe,guadalupe,canino_f,sim
2024-04-18,guadalupe,guadalupe,canino_f,sim
2024-04-18,guadalupe,ricardo de albuquerque,canino_f,nao
2024-04-18,guadalupe,guadalupe,canino_f,sim
2024-04-18,guadalupe,guadalupe,felino_m,sim
2024-04-18,guadalupe,guadalupe,felino_m,sim
2024-04-18,guadalupe,parque anchieta,felino_m,sim
2024-04-18,guadalupe,guadalupe,canino_m,sim
2024-04-18,guadalupe,barros filho,canino_m,sim
2024-04-19,guadalupe,guadalupe,canino_m,sim
2024-04-19,guadalupe,guadalupe,felino_f,sim
2024-04-19,guadalupe,guadalupe,felino_f,sim
2024-04-19,guadalupe,guadalupe,felino_f,sim
2024-04-19,guadalupe,guadalupe,felino_f,sim
2024-04-19,guadalupe,anchieta,canino_f,sim
2024-04-19,guadalupe,guadalupe,canino_f,sim
2024-04-19,guadalupe,barros filho,felino_m,sim
2024-04-19,guadalupe,barros filho,felino_m,sim
2024-04-19,guadalupe,pavuna,felino_m,sim
2024-04-19,guadalupe,ricardo de albuquerque,felino_m,sim
2024-04-19,guadalupe,guadalupe,felino_m,sim
2024-04-19,guadalupe,guadalupe,felino_m,nao
2024-04-19,guadalupe,guadalupe,felino_m,nao
2024-04-19,guadalupe,guadalupe,felino_m,nao
2024-04-19,guadalupe,guadalupe,canino_m,nao
2024-04-19,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-19,guadalupe,guadalupe,canino_m,nao
2024-04-19,guadalupe,guadalupe,felino_f,nao
2024-04-19,guadalupe,guadalupe,canino_f,nao
2024-04-19,guadalupe,ricardo de albuquerque,canino_f,nao
2024-04-18,guadalupe,pavuna,felino_f,nao
2024-04-22,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-22,guadalupe,guadalupe,canino_m,sim
2024-04-22,guadalupe,barros filho,canino_m,sim
2024-04-22,guadalupe,guadalupe,canino_m,nao
2024-04-22,guadalupe,guadalupe,felino_f,sim
2024-04-22,guadalupe,guadalupe,felino_f,sim
2024-04-22,guadalupe,guadalupe,felino_f,nao
2024-04-22,guadalupe,guadalupe,felino_f,sim
2024-04-22,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-22,guadalupe,guadalupe,canino_f,sim
2024-04-22,guadalupe,guadalupe,canino_f,nao
2024-04-22,guadalupe,guadalupe,canino_f,nao
2024-04-22,guadalupe,guadalupe,canino_f,nao
2024-04-22,guadalupe,guadalupe,felino_f,nao
2024-04-22,guadalupe,guadalupe,felino_f,nao
2024-04-22,guadalupe,guadalupe,canino_m,nao
2024-04-22,guadalupe,guadalupe,felino_m,nao
2024-04-22,guadalupe,guadalupe,felino_m,nao
2024-04-24,guadalupe,guadalupe,canino_f,nao
2024-04-24,guadalupe,guadalupe,canino_f,nao
2024-04-24,guadalupe,guadalupe,canino_f,nao
2024-04-24,guadalupe,guadalupe,felino_f,nao
2024-04-24,guadalupe,anchieta,felino_f,nao
2024-04-24,guadalupe,guadalupe,felino_f,nao
2024-04-24,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-24,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-24,guadalupe,guadalupe,canino_f,nao
2024-04-24,guadalupe,guadalupe,canino_f,sim
2024-04-24,guadalupe,guadalupe,canino_f,sim
2024-04-24,guadalupe,guadalupe,canino_f,nao
2024-04-24,guadalupe,ricardo de albuquerque,canino_m,sim
2024-04-24,guadalupe,guadalupe,canino_m,nao
2024-04-24,guadalupe,guadalupe,felino_f,sim
2024-04-24,guadalupe,guadalupe,canino_m,sim
2024-04-24,guadalupe,guadalupe,felino_f,sim
2024-04-25,guadalupe,sao joão,canino_f,nao
2024-04-25,guadalupe,anchieta,canino_f,nao
2024-04-25,guadalupe,guadalupe,canino_f,nao
2024-04-25,guadalupe,guadalupe,felino_f,nao
2024-04-25,guadalupe,guadalupe,felino_f,nao
2024-04-25,guadalupe,honorio gurgel,felino_m,nao
2024-04-25,guadalupe,barros filho,felino_m,nao
2024-04-25,guadalupe,guadalupe,canino_m,nao
2024-04-25,guadalupe,barros filho,felino_m,sim
2024-04-25,guadalupe,honorio gurgel,felino_m,sim
2024-04-25,guadalupe,barros filho,felino_m,sim
2024-04-25,guadalupe,guadalupe,felino_f,nao
2024-04-25,guadalupe,guadalupe,felino_f,sim
2024-04-25,guadalupe,guadalupe,felino_f,sim
2024-04-25,guadalupe,guadalupe,felino_f,sim
2024-04-25,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-25,guadalupe,guadalupe,canino_f,sim
2024-04-25,guadalupe,guadalupe,canino_f,sim
2024-04-25,guadalupe,ricardo de albuquerque,canino_m,sim
2024-04-25,guadalupe,ricardo de albuquerque,canino_m,sim
2024-04-25,guadalupe,guadalupe,canino_m,sim
2024-04-25,guadalupe,parque anchieta,canino_m,sim
2024-04-26,guadalupe,guadalupe,canino_f,sim
2024-04-26,guadalupe,guadalupe,canino_f,sim
2024-04-26,guadalupe,ricardo de albuquerque,felino_f,sim
2024-04-26,guadalupe,ricardo de albuquerque,canino_f,sim
2024-04-26,guadalupe,guadalupe,canino_m,sim
2024-04-26,guadalupe,parque anchieta,felino_f,nao
2024-04-26,guadalupe,guadalupe,canino_f,sim
2024-04-26,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-26,guadalupe,ricardo de albuquerque,canino_m,nao
2024-04-29,guadalupe,guadalupe,felino_f,nao
2024-04-29,guadalupe,guadalupe,canino_f,nao
2024-04-29,guadalupe,guadalupe,canino_f,nao
2024-04-29,guadalupe,guadalupe,felino_m,nao
2024-04-29,guadalupe,honorio gurgel,felino_m,nao
2024-04-29,guadalupe,guadalupe,canino_m,sim
2024-04-29,guadalupe,costa barros,felino_f,sim
2024-04-29,guadalupe,guadalupe,felino_f,sim
2024-04-29,guadalupe,guadalupe,felino_m,sim
2024-04-29,guadalupe,guadalupe,felino_m,sim
2024-04-29,guadalupe,costa barros,canino_m,sim
2024-04-29,guadalupe,costa barros,canino_f,sim
2024-04-29,guadalupe,sao joão,canino_m,sim
2024-04-29,guadalupe,guadalupe,felino_f,sim
2024-04-29,guadalupe,sao joão,canino_f,nao
2024-04-29,guadalupe,ricardo de albuquerque,canino_f,nao
2024-04-30,guadalupe,guadalupe,felino_m,nao
2024-04-30,guadalupe,guadalupe,felino_f,nao
2024-04-30,guadalupe,guadalupe,felino_f,nao
2024-04-30,guadalupe,guadalupe,felino_f,nao
2024-04-30,guadalupe,guadalupe,canino_m,nao
2024-04-30,guadalupe,guadalupe,canino_f,nao
2024-04-30,guadalupe,guadalupe,felino_m,sim
2024-04-30,guadalupe,costa barros,canino_m,sim
2024-04-30,guadalupe,guadalupe,canino_f,sim
2024-04-30,guadalupe,guadalupe,canino_f,sim
2024-04-30,guadalupe,parque anchieta,canino_f,nao
2024-04-30,guadalupe,costa barros,felino_f,nao
2024-04-30,guadalupe,guadalupe,felino_f,nao
2024-04-30,guadalupe,guadalupe,canino_m,sim
2024-04-30,guadalupe,anchieta,canino_f,sim
2024-05-06,vila kennedy,vila kennedy,felino_m,nao
2024-05-06,vila kennedy,vila kennedy,felino_m,nao
2024-05-06,vila kennedy,vila kennedy,felino_m,nao
2024-05-06,vila kennedy,vila kennedy,felino_m,nao
2024-05-06,vila kennedy,vila kennedy,felino_f,nao
2024-05-06,vila kennedy,bangu,canino_m,nao
2024-05-06,vila kennedy,bangu,felino_m,sim
2024-05-06,vila kennedy,bangu,canino_f,sim
2024-05-06,vila kennedy,bangu,canino_m,sim
2024-05-06,vila kennedy,bangu,canino_f,sim
2024-05-06,vila kennedy,vila kennedy,canino_f,sim
2024-05-06,vila kennedy,bangu,felino_m,sim
2024-05-06,vila kennedy,bangu,canino_m,sim
2024-05-06,vila kennedy,bangu,felino_f,sim
2024-05-06,vila kennedy,bangu,felino_m,sim
2024-05-06,vila kennedy,bangu,canino_m,sim
2024-05-06,vila kennedy,bangu,felino_f,sim
2024-05-06,vila kennedy,bangu,felino_f,sim
2024-05-06,vila kennedy,vila kennedy,felino_m,nao
2024-05-08,vila kennedy,bangu,felino_m,sim
2024-05-09,vila kennedy,vila kennedy,felino_m,nao
2024-05-09,vila kennedy,vila kennedy,felino_m,nao
2024-05-09,vila kennedy,vila kennedy,felino_m,nao
2024-05-09,vila kennedy,vila kennedy,felino_m,nao
2024-05-09,vila kennedy,vila kennedy,canino_f,nao
2024-05-09,vila kennedy,bangu,canino_m,nao
2024-05-09,vila kennedy,bangu,canino_m,sim
2024-05-09,vila kennedy,bangu,canino_m,sim
2024-05-09,vila kennedy,vila kennedy,canino_m,sim
2024-05-09,vila kennedy,bangu,canino_f,sim
2024-05-09,vila kennedy,bangu,canino_f,sim
2024-05-09,vila kennedy,vila kennedy,canino_f,sim
2024-05-09,vila kennedy,bangu,felino_f,sim
2024-05-09,vila kennedy,bangu,felino_f,sim
2024-05-09,vila kennedy,bangu,felino_f,sim
2024-05-09,vila kennedy,bangu,felino_m,sim
2024-05-09,vila kennedy,bangu,felino_f,nao
2024-05-10,vila kennedy,bangu,canino_m,sim
2024-05-10,vila kennedy,vila kennedy,felino_f,sim
2024-05-10,vila kennedy,vila kennedy,felino_f,sim
2024-05-10,vila kennedy,bangu,felino_f,sim
2024-05-10,vila kennedy,bangu,canino_f,sim
2024-05-10,vila kennedy,bangu,felino_m,sim
2024-05-10,vila kennedy,bangu,canino_f,sim
2024-05-10,vila kennedy,vila kennedy,felino_m,sim
2024-05-10,vila kennedy,bangu,felino_m,sim
2024-05-10,vila kennedy,bangu,felino_m,sim
2024-05-10,vila kennedy,vila kennedy,canino_f,sim
2024-05-10,vila kennedy,bangu,canino_m,nao
2024-05-10,vila kennedy,bangu,canino_f,sim
2024-05-10,vila kennedy,vila kennedy,felino_m,sim
2024-05-10,vila kennedy,bangu,felino_m,sim
2024-05-10,vila kennedy,bangu,felino_m,sim
2024-05-10,vila kennedy,bangu,felino_m,sim
2024-05-10,vila kennedy,bangu,felino_m,nao
2024-05-10,vila kennedy,vila kennedy,canino_m,nao
2024-05-10,vila kennedy,figueira,canino_m,nao
2024-05-10,vila kennedy,bangu,felino_f,nao
2024-05-10,vila kennedy,bangu,felino_f,nao
2024-05-10,vila kennedy,vila kennedy,canino_f,nao
2024-05-13,vila kennedy,vila kennedy,canino_f,sim
2024-05-13,vila kennedy,vila kennedy,felino_f,sim
2024-05-13,vila kennedy,bangu,canino_m,sim
2024-05-13,vila kennedy,bangu,felino_m,sim
