,data,LOCAL,BAIRRO,ESPECIE,cirurgia_realizada,count
89,2024-02-23,antares,santa cruz,canino_f,nao,0.4
90,2024-02-23,piedade,piedade,canino_m,sim,0.4
91,2024-02-23,piedade,cascadura,felino_m,sim,0.4
92,2024-02-23,antares,santa cruz,felino_m,sim,0.4
93,2024-02-23,antares,santa cruz,canino_m,nao,0.2
94,2024-02-23,antares,santa cruz,felino_f,nao,0.2
95,2024-02-23,piedade,abolicao,felino_m,sim,0.2
96,2024-02-23,piedade,cascadura,canino_m,sim,0.2
97,2024-02-23,piedade,cosmos,felino_m,sim,0.2
98,2024-02-23,piedade,guadalupe,felino_m,sim,0.2
99,2024-02-23,piedade,piedade,canino_f,nao,0.2
100,2024-02-23,piedade,pilares,canino_m,sim,0.2
101,2024-02-23,piedade,quintino,felino_f,sim,0.2
102,2024-02-23,piedade,tomas coelho,felino_f,sim,0.2
103,2024-02-26,piedade,piedade,felino_f,sim,2.2
104,2024-02-26,piedade,piedade,felino_m,sim,1.6
105,2024-02-26,piedade,piedade,canino_f,sim,1.2
106,2024-02-26,piedade,abolicao,felino_m,sim,0.8
107,2024-02-26,piedade,piedade,canino_m,sim,0.8
108,2024-02-26,piedade,guadalupe,felino_m,sim,0.6
109,2024-02-26,piedade,quintino,canino_f,sim,0.4
110,2024-02-26,piedade,quintino,canino_m,sim,0.4
111,2024-02-26,piedade,tomas coelho,canino_f,sim,0.4
112,2024-02-26,piedade,abolicao,felino_f,sim,0.4
113,2024-02-26,piedade,cascadura,canino_m,sim,0.2
114,2024-02-26,piedade,cascadura,felino_f,sim,0.2
115,2024-02-26,piedade,cavalcanti,canino_f,sim,0.2
116,2024-02-26,piedade,cavalcanti,felino_f,sim,0.2
117,2024-02-26,piedade,deodoro,felino_f,sim,0.2
118,2024-02-26,piedade,quintino,felino_f,sim,0.2
119,2024-02-26,piedade,quintino,felino_m,sim,0.2
120,2024-02-27,antares,santa cruz,felino_f,sim,1.0
121,2024-02-27,antares,santa cruz,canino_f,nao,0.6
122,2024-02-27,antares,santa cruz,felino_m,sim,0.4
123,2024-02-27,antares,santa cruz,canino_f,sim,0.4
124,2024-02-27,antares,santa cruz,canino_m,nao,0.2
125,2024-02-27,antares,santa cruz,canino_m,sim,0.2
126,2024-02-27,antares,santa cruz,felino_m,nao,0.2
127,2024-02-27,antares,santo cruz,felino_f,sim,0.2
128,2024-02-27,antares,antares,canino_f,nao,0.2
129,2024-02-28,antares,santa cruz,canino_m,sim,0.4
130,2024-02-28,antares,santa cruz,felino_f,nao,0.4
131,2024-02-28,antares,antares,canino_f,nao,0.4
132,2024-02-28,antares,santa cruz,felino_m,sim,0.4
133,2024-02-28,antares,santa cruz,canino_f,sim,0.4
134,2024-02-28,antares,santa cruz,canino_f,nao,0.4
135,2024-02-28,antares,antares,felino_f,nao,0.4
136,2024-02-28,antares,santa cruz,canino_m,nao,0.2
137,2024-02-28,antares,santa cruz,felino_m,nao,0.2
138,2024-02-28,antares,santa cruz,felino_f,sim,0.2
139,2024-02-29,antares,santa cruz,felino_f,sim,0.6
140,2024-02-29,antares,antares,canino_m,nao,0.4
141,2024-02-29,antares,santa cruz,canino_f,sim,0.4
142,2024-02-29,antares,santa cruz,canino_m,nao,0.4
143,2024-02-29,antares,santa cruz,felino_f,nao,0.4
144,2024-02-29,antares,santa cruz,felino_m,sim,0.2
145,2024-02-29,antares,santa cruz,felino_m,nao,0.2
146,2024-02-29,antares,santa cruz,canino_m,sim,0.2
147,2024-02-29,antares,antares,felino_m,nao,0.2
148,2024-02-29,antares,antares,felino_f,nao,0.2
149,2024-03-01,antares,santa cruz,felino_f,sim,0.6
